Id,In_Degree,Out_Degree,Degree,year_copy,Case_ID
6880,0,0,0,1967,"[389, 13]"
6881,2,33,35,1980,"[446, 657]"
6882,17,8,25,1902,"[186, 181]"
6883,0,0,0,2013,"[569, 382]"
6885,5,1,6,1885,"[113, 679]"
6886,0,0,0,1986,"[479, 1303]"
6888,2,3,5,1939,"[308, 62]"
6889,2,1,3,1907,"[207, 270]"
6892,7,9,16,1921,"[257, 47]"
6893,1,4,5,1977,"[434, 1303]"
6894,2,2,4,1908,"[211, 162]"
6895,20,36,56,1982,"[455, 745]"
6896,10,8,18,1969,"[395, 402]"
6897,0,0,0,1903,"[190, 265]"
6898,9,10,19,1926,"[272, 448]"
6899,4,12,16,1890,"[134, 500]"
6900,0,0,0,1957,"[353, 901]"
6901,0,2,2,1895,"[157, 675]"
6902,11,15,26,1923,"[262, 649]"
6903,12,14,26,1891,"[138, 635]"
6904,0,0,0,1983,"[463, 1216]"
6905,0,0,0,1974,"[419, 904]"
6906,2,0,2,1934,"[293, 191]"
6907,18,23,41,1909,"[213, 276]"
6908,1,3,4,1900,"[177, 15]"
6909,9,28,37,1947,"[331, 682]"
6910,0,1,1,2008,"[554, 913]"
6911,0,0,0,1886,"[119, 481]"
6912,24,32,56,1991,"[501, 1]"
6914,2,2,4,1890,"[137, 139]"
6915,4,2,6,1922,"[258, 32]"
6916,7,29,36,1988,"[484, 174]"
6917,4,13,17,1918,"[246, 606]"
6918,18,25,43,1968,"[393, 175]"
6920,5,8,13,1900,"[177, 48]"
6921,3,0,3,1884,"[110, 146]"
6922,223,2,225,1886,"[117, 1]"
6926,7,42,49,1973,"[414, 313]"
6927,1,13,14,1912,"[224, 180]"
6928,14,4,18,1920,"[254, 300]"
6929,4,11,15,1995,"[513, 219]"
6931,4,0,4,1968,"[390, 341]"
6932,5,1,6,1931,"[283, 776]"
6933,38,27,65,1946,"[328, 781]"
6935,0,0,0,1990,"[494, 1047]"
6936,8,14,22,1917,"[244, 388]"
6937,3,8,11,1991,"[498, 177]"
6940,12,0,12,1886,"[119, 436]"
6941,3,7,10,1969,"[164, 338]"
6943,3,31,34,2000,"[530, 57]"
6945,5,23,28,1959,"[360, 446]"
6946,2,4,6,1914,"[235, 371]"
6947,1,22,23,1990,"[494, 516]"
6948,4,17,21,1886,"[119, 335]"
6949,2,1,3,1921,"[256, 399]"
6950,0,0,0,1962,"[371, 12]"
6951,4,12,16,1957,"[353, 210]"
6952,204,16,220,1907,"[205, 1]"
6953,2,15,17,1923,"[261, 486]"
6954,31,9,40,1891,"[138, 78]"
6955,0,0,0,1888,"[124, 38]"
6956,24,18,42,1971,"[401, 66]"
6957,0,3,3,1914,"[234, 192]"
6958,37,81,118,1931,"[283, 423]"
6959,2,0,2,1960,"[364, 290]"
6960,30,19,49,1935,"[294, 600]"
6962,4,2,6,1931,"[282, 468]"
6963,3,4,7,1891,"[138, 298]"
6964,0,0,0,1964,"[375, 394]"
6965,33,43,76,1986,"[475, 41]"
6966,2,21,23,1984,"[469, 24]"
6967,3,0,3,1890,"[137, 62]"
6968,13,37,50,1979,"[443, 76]"
6969,0,2,2,1899,"[174, 360]"
6970,0,2,2,1921,"[254, 552]"
6971,1,5,6,1969,"[396, 1229]"
6972,9,2,11,1957,"[355, 28]"
6974,0,25,25,1954,"[347, 89]"
6975,1,4,5,1915,"[236, 97]"
6976,20,40,60,1913,"[228, 364]"
6977,1,10,11,1900,"[177, 370]"
6978,25,74,99,1983,"[461, 352]"
6979,5,84,89,1948,"[333, 287]"
6980,5,28,33,1948,"[333, 178]"
6981,12,22,34,1933,"[289, 48]"
6982,2,25,27,1998,"[523, 303]"
6983,5,2,7,1903,"[190, 524]"
6984,2,22,24,1926,"[271, 99]"
6985,0,0,0,1898,"[170, 614]"
6986,0,0,0,1967,"[389, 153]"
6987,2,2,4,1948,"[333, 147]"
6988,0,0,0,1959,"[361, 4]"
6993,4,6,10,1896,"[164, 252]"
6994,3,3,6,1897,"[164, 686]"
6995,6,22,28,1994,"[510, 332]"
6996,3,19,22,1972,"[404, 453]"
6997,4,2,6,1927,"[273, 541]"
6998,10,2,12,1913,"[228, 173]"
7000,13,6,19,1884,"[111, 684]"
7002,1,0,1,1896,"[161, 198]"
7003,2,1,3,1969,"[396, 1201]"
7005,12,7,19,1970,"[397, 72]"
7006,0,2,2,1917,"[243, 570]"
7007,10,35,45,1986,"[478, 265]"
7008,3,2,5,1939,"[308, 54]"
7009,1,0,1,1980,"[449, 966]"
7010,10,31,41,1963,"[374, 449]"
7011,1,0,1,1940,"[311, 54]"
7012,103,29,132,1985,"[473, 1]"
7014,11,10,21,1922,"[260, 427]"
7015,21,24,45,1912,"[225, 540]"
7016,4,7,11,1921,"[256, 512]"
7017,14,4,18,1934,"[291, 584]"
7018,4,15,19,1901,"[181, 248]"
7019,9,4,13,1885,"[114, 63]"
7020,23,17,40,1926,"[271, 33]"
7021,2,6,8,1924,"[265, 315]"
7022,0,0,0,1925,"[267, 471]"
7023,0,0,0,1937,"[300, 685]"
7024,7,5,12,1902,"[187, 153]"
7025,0,0,0,1981,"[454, 919]"
7026,37,37,74,1948,"[334, 131]"
7027,1,2,3,1925,"[268, 33]"
7028,38,20,58,1914,"[234, 600]"
7029,2,8,10,1943,"[318, 434]"
7030,12,6,18,1933,"[288, 459]"
7031,5,21,26,1938,"[305, 124]"
7032,0,0,0,1904,"[195, 242]"
7034,0,0,0,1969,"[395, 208]"
7035,0,1,1,1883,"[108, 74]"
7036,2,2,4,1894,"[151, 137]"
7037,11,25,36,1932,"[287, 92]"
7038,0,0,0,1970,"[400, 1203]"
7040,13,12,25,1942,"[315, 501]"
7041,4,10,14,2000,"[530, 120]"
7042,12,35,47,1983,"[461, 731]"
7044,7,2,9,1907,"[204, 176]"
7046,29,7,36,1921,"[256, 465]"
7048,12,7,19,1910,"[216, 386]"
7049,0,0,0,1980,"[445, 935]"
7051,0,0,0,1940,"[309, 637]"
7052,0,2,2,1889,"[129, 642]"
7053,8,10,18,1912,"[223, 85]"
7054,21,4,25,1912,"[223, 118]"
7055,13,29,42,1966,"[384, 127]"
7057,8,13,21,1917,"[244, 571]"
7058,0,0,0,1969,"[396, 39]"
7059,1,0,1,1984,"[466, 925]"
7060,40,28,68,1895,"[159, 651]"
7061,5,8,13,1929,"[279, 59]"
7063,0,7,7,1928,"[276, 215]"
7064,0,0,0,1968,"[391, 949]"
7065,0,2,2,1945,"[323, 582]"
7066,0,2,2,2005,"[546, 43]"
7067,4,15,19,1939,"[308, 313]"
7068,0,0,0,1964,"[379, 16]"
7069,8,2,10,1886,"[117, 504]"
7070,7,10,17,1895,"[159, 491]"
7071,0,2,2,1971,"[404, 53]"
7072,2,2,4,1913,"[230, 46]"
7073,7,25,32,1982,"[457, 440]"
7074,17,31,48,1994,"[511, 600]"
7075,3,1,4,1925,"[268, 366]"
7076,0,6,6,1918,"[246, 208]"
7077,1,13,14,1956,"[350, 318]"
7078,1,0,1,1896,"[164, 483]"
7080,8,21,29,1894,"[153, 192]"
7082,6,18,24,1987,"[480, 273]"
7083,3,6,9,1912,"[226, 220]"
7085,16,8,24,1903,"[188, 56]"
7086,9,3,12,1971,"[400, 517]"
7087,15,7,22,1905,"[199, 521]"
7089,0,12,12,1985,"[472, 648]"
7091,17,10,27,1946,"[327, 146]"
7092,0,0,0,2014,"[572, 1315]"
7093,12,14,26,1942,"[316, 114]"
7094,0,2,2,1883,"[106, 523]"
7095,256,4,260,1924,"[265, 1]"
7096,1,0,1,1961,"[367, 486]"
7097,1,0,1,1985,"[473, 928]"
7098,3,7,10,1892,"[144, 509]"
7099,42,22,64,1888,"[128, 289]"
7101,34,63,97,1945,"[325, 538]"
7102,3,18,21,1935,"[294, 42]"
7105,8,28,36,1989,"[493, 20]"
7106,1,0,1,1931,"[283, 801]"
7107,45,29,74,1902,"[185, 373]"
7108,20,9,29,1953,"[345, 330]"
7109,1,1,2,1921,"[255, 124]"
7110,16,57,73,1987,"[482, 656]"
7111,4,0,4,1925,"[269, 244]"
7112,12,6,18,1926,"[271, 344]"
7113,2,1,3,1896,"[164, 93]"
7114,3,0,3,1966,"[384, 312]"
7115,26,23,49,1971,"[403, 672]"
7116,1,0,1,1973,"[414, 918]"
7117,3,0,3,1917,"[243, 440]"
7119,11,11,22,1922,"[257, 506]"
7120,15,9,24,1970,"[398, 323]"
7121,1,0,1,1967,"[387, 237]"
7122,1,1,2,1915,"[236, 223]"
7124,12,8,20,1923,"[263, 179]"
7125,12,37,49,1934,"[291, 245]"
7126,5,22,27,1967,"[387, 397]"
7127,1,0,1,1958,"[358, 132]"
7128,10,6,16,1926,"[271, 494]"
7130,8,2,10,1885,"[116, 28]"
7132,6,9,15,1934,"[292, 69]"
7133,0,0,0,1968,"[390, 712]"
7134,26,30,56,1941,"[313, 236]"
7135,0,0,0,1958,"[358, 49]"
7136,4,5,9,1893,"[148, 573]"
7137,11,8,19,1977,"[433, 682]"
7138,2,7,9,1901,"[180, 295]"
7139,7,5,12,1997,"[519, 347]"
7140,40,28,68,1907,"[207, 398]"
7141,6,53,59,1927,"[274, 76]"
7142,42,41,83,1926,"[269, 514]"
7143,0,0,0,1969,"[395, 824]"
7144,184,29,213,1906,"[201, 1]"
7146,64,31,95,1997,"[522, 3]"
7147,2,18,20,1978,"[439, 89]"
7148,15,28,43,1993,"[508, 275]"
7150,7,3,10,1904,"[194, 445]"
7151,9,8,17,1884,"[112, 452]"
7152,2,4,6,1936,"[298, 573]"
7153,1,0,1,1932,"[284, 596]"
7154,0,3,3,1886,"[117, 355]"
7155,9,28,37,1979,"[442, 444]"
7157,1,13,14,1924,"[264, 310]"
7159,1,0,1,1883,"[108, 336]"
7161,0,0,0,1989,"[493, 928]"
7162,194,58,252,1948,"[335, 1]"
7163,0,0,0,1976,"[426, 925]"
7164,7,18,25,1949,"[337, 535]"
7165,6,14,20,1945,"[326, 230]"
7166,4,4,8,1921,"[256, 668]"
7167,5,5,10,1980,"[447, 125]"
7168,2,2,4,1884,"[111, 66]"
7169,3,4,7,1894,"[152, 368]"
7170,0,8,8,1978,"[439, 1304]"
7171,4,12,16,1890,"[133, 152]"
7172,1,15,16,1949,"[337, 198]"
7173,7,6,13,1920,"[254, 357]"
7174,17,35,52,1985,"[473, 134]"
7175,8,7,15,1924,"[265, 70]"
7176,9,5,14,1919,"[248, 365]"
7178,5,22,27,1980,"[446, 635]"
7180,22,34,56,1887,"[122, 27]"
7181,4,21,25,1973,"[411, 747]"
7182,1,6,7,1914,"[234, 64]"
7183,0,0,0,1888,"[125, 696]"
7184,0,0,0,1985,"[474, 1027]"
7185,2,2,4,1906,"[200, 130]"
7186,0,1,1,1963,"[374, 65]"
7187,7,31,38,1973,"[410, 719]"
7189,0,2,2,1909,"[211, 627]"
7190,5,6,11,1924,"[266, 171]"
7191,0,0,0,1938,"[304, 581]"
7192,31,62,93,1974,"[416, 600]"
7193,23,62,85,1949,"[337, 163]"
7194,10,3,13,1889,"[129, 52]"
7195,3,4,7,1909,"[213, 419]"
7196,7,0,7,1930,"[281, 370]"
7197,15,31,46,1898,"[168, 685]"
7198,1,0,1,1976,"[425, 998]"
7199,7,7,14,1922,"[257, 485]"
7200,1,0,1,1984,"[466, 981]"
7201,1,0,1,1900,"[178, 347]"
7203,0,1,1,1946,"[327, 512]"
7204,6,12,18,1920,"[252, 465]"
7205,9,8,17,1980,"[446, 740]"
7206,2,5,7,1906,"[203, 465]"
7207,0,8,8,1915,"[239, 452]"
7208,8,3,11,1916,"[240, 444]"
7209,185,5,190,1904,"[193, 1]"
7211,0,0,0,1965,"[382, 285]"
7212,13,12,25,1918,"[248, 165]"
7213,24,34,58,2000,"[529, 1]"
7214,7,7,14,1889,"[130, 69]"
7215,0,9,9,1889,"[132, 201]"
7217,1,32,33,2009,"[555, 379]"
7218,39,62,101,1989,"[492, 302]"
7219,7,1,8,1903,"[189, 383]"
7220,7,1,8,1915,"[239, 117]"
7221,19,3,22,1957,"[354, 449]"
7223,18,22,40,1952,"[342, 337]"
7224,17,13,30,1941,"[312, 321]"
7225,5,2,7,1888,"[125, 161]"
7226,6,5,11,1937,"[302, 63]"
7227,0,1,1,1940,"[309, 569]"
7228,0,3,3,1896,"[162, 170]"
7229,2,5,7,1947,"[329, 531]"
7230,5,2,7,1907,"[207, 229]"
7231,2,3,5,1882,"[106, 315]"
7232,0,0,0,1968,"[393, 21]"
7233,2,11,13,1962,"[370, 165]"
7236,2,6,8,1890,"[133, 198]"
7237,0,2,2,1898,"[171, 35]"
7238,24,1,25,1911,"[222, 222]"
7239,0,2,2,1960,"[362, 327]"
7240,5,2,7,1900,"[179, 445]"
7241,7,3,10,1906,"[203, 543]"
7243,4,8,12,1967,"[389, 64]"
7246,0,14,14,1984,"[464, 165]"
7248,4,12,16,1917,"[245, 275]"
7250,5,20,25,1950,"[338, 521]"
7251,25,59,84,1938,"[304, 405]"
7252,0,4,4,1993,"[188, 720]"
7253,4,18,22,1925,"[267, 80]"
7254,4,1,5,1897,"[168, 398]"
7258,5,38,43,1994,"[512, 107]"
7259,7,40,47,1990,"[497, 764]"
7261,24,10,34,1918,"[245, 418]"
7262,5,47,52,1982,"[457, 957]"
7264,14,14,28,1925,"[268, 5]"
7266,0,0,0,1889,"[130, 353]"
7267,7,9,16,1981,"[453, 367]"
7269,1,0,1,1895,"[157, 320]"
7270,24,4,28,1971,"[404, 6]"
7271,1,1,2,1929,"[279, 435]"
7272,1,0,1,1892,"[145, 522]"
7273,4,1,5,1906,"[202, 184]"
7275,9,38,47,1993,"[509, 209]"
7276,19,17,36,1940,"[311, 282]"
7277,10,17,27,1915,"[236, 549]"
7278,4,0,4,1924,"[263, 591]"
7280,1,0,1,1984,"[469, 890]"
7281,2,11,13,1912,"[224, 126]"
7282,0,0,0,1899,"[174, 46]"
7283,2,6,8,1890,"[135, 621]"
7284,1,0,1,1893,"[147, 467]"
7285,27,80,107,1940,"[311, 377]"
7286,2,12,14,2002,"[536, 194]"
7287,6,23,29,1980,"[446, 643]"
7288,0,0,0,1983,"[464, 942]"
7289,11,18,29,1974,"[418, 424]"
7290,3,5,8,1908,"[208, 14]"
7293,1,2,3,1892,"[145, 519]"
7294,5,1,6,1922,"[258, 421]"
7295,1,0,1,1890,"[135, 576]"
7296,1,0,1,1961,"[365, 609]"
7297,0,0,0,1963,"[374, 101]"
7300,6,16,22,1916,"[240, 43]"
7303,10,16,26,1948,"[333, 426]"
7304,3,7,10,1888,"[124, 489]"
7305,2,0,2,1889,"[129, 238]"
7306,0,4,4,1967,"[386, 351]"
7307,3,7,10,1952,"[344, 86]"
7308,6,39,45,1991,"[499, 187]"
7309,2,0,2,1932,"[284, 279]"
7310,2,5,7,1902,"[184, 653]"
7311,0,0,0,2011,"[562, 797]"
7312,2,25,27,1982,"[455, 457]"
7313,1,0,1,1883,"[108, 30]"
7314,55,19,74,1943,"[318, 80]"
7315,2,3,5,1887,"[121, 105]"
7316,0,5,5,2009,"[556, 825]"
7317,1,2,3,1967,"[389, 327]"
7318,0,0,0,1959,"[359, 435]"
7319,3,13,16,1929,"[279, 7]"
7321,0,0,0,1978,"[435, 963]"
7322,3,14,17,2004,"[542, 656]"
7324,0,0,0,1969,"[394, 985]"
7326,3,0,3,1918,"[246, 253]"
7327,11,26,37,1947,"[329, 416]"
7329,18,6,24,1897,"[168, 144]"
7330,3,8,11,1895,"[158, 312]"
7331,3,4,7,1889,"[132, 50]"
7332,7,29,36,1890,"[137, 310]"
7333,0,0,0,1965,"[382, 39]"
7334,2,11,13,2003,"[537, 488]"
7335,4,35,39,1982,"[455, 562]"
7336,2,8,10,1931,"[283, 747]"
7337,0,15,15,2003,"[538, 488]"
7338,47,22,69,1922,"[260, 226]"
7339,2,6,8,1905,"[196, 276]"
7340,0,3,3,1917,"[244, 258]"
7342,10,14,24,1998,"[524, 742]"
7343,0,0,0,1915,"[237, 570]"
7344,1,0,1,1930,"[281, 610]"
7346,0,0,0,1964,"[377, 268]"
7347,2,1,3,1936,"[299, 300]"
7349,2,5,7,1897,"[164, 627]"
7350,0,37,37,2011,"[563, 987]"
7351,14,3,17,1975,"[421, 60]"
7352,0,7,7,1964,"[377, 422]"
7353,4,4,8,1976,"[427, 246]"
7354,0,0,0,1969,"[141, 627]"
7355,21,41,62,1964,"[377, 324]"
7356,225,10,235,1910,"[217, 1]"
7357,4,10,14,1921,"[256, 484]"
7359,2,25,27,1966,"[384, 702]"
7360,2,13,15,1937,"[300, 98]"
7361,0,0,0,1890,"[137, 465]"
7362,4,14,18,1928,"[277, 335]"
7363,5,9,14,1898,"[164, 599]"
7364,3,0,3,1968,"[392, 651]"
7366,6,0,6,1925,"[266, 438]"
7367,21,17,38,1894,"[155, 89]"
7368,5,9,14,1900,"[176, 550]"
7369,0,0,0,1968,"[393, 15]"
7370,10,3,13,1898,"[171, 641]"
7371,8,12,20,1982,"[456, 605]"
7372,0,2,2,1887,"[122, 561]"
7376,0,0,0,1968,"[391, 592]"
7377,0,0,0,1969,"[394, 845]"
7378,0,0,0,1968,"[391, 470]"
7379,1,6,7,1943,"[320, 462]"
7380,0,25,25,2011,"[564, 1476]"
7381,5,13,18,1972,"[409, 275]"
7382,2,1,3,1938,"[303, 272]"
7383,0,0,0,1927,"[274, 715]"
7384,1,3,4,1903,"[188, 626]"
7385,0,0,0,1893,"[148, 664]"
7386,6,53,59,1982,"[458, 457]"
7388,5,4,9,1965,"[380, 356]"
7389,25,22,47,1902,"[184, 368]"
7390,0,22,22,1938,"[305, 297]"
7391,7,12,19,1933,"[289, 253]"
7393,10,41,51,1988,"[484, 439]"
7394,12,42,54,1948,"[334, 343]"
7395,3,46,49,1955,"[348, 272]"
7396,5,3,8,1911,"[221, 660]"
7397,29,26,55,1987,"[481, 41]"
7398,12,9,21,1915,"[235, 522]"
7399,59,14,73,1997,"[520, 1]"
7400,0,0,0,1923,"[262, 65]"
7401,9,12,21,2003,"[538, 63]"
7402,0,0,0,1963,"[372, 703]"
7403,0,0,0,1972,"[409, 957]"
7404,4,3,7,1897,"[166, 709]"
7405,6,18,24,1927,"[274, 225]"
7406,8,18,26,1928,"[278, 149]"
7407,5,6,11,1906,"[201, 359]"
7408,1,4,5,1925,"[267, 373]"
7409,9,0,9,1902,"[184, 416]"
7410,6,13,19,1914,"[234, 725]"
7411,0,0,0,1961,"[365, 123]"
7412,3,1,4,1883,"[108, 564]"
7413,287,4,291,1939,"[307, 1]"
7416,1,9,10,1934,"[290, 499]"
7417,4,0,4,1889,"[129, 557]"
7418,21,16,37,1944,"[321, 67]"
7419,27,9,36,1920,"[253, 66]"
7421,12,7,19,1906,"[202, 275]"
7422,4,30,34,1937,"[300, 342]"
7423,0,11,11,2006,"[548, 30]"
7424,1,0,1,1884,"[110, 215]"
7425,15,24,39,1952,"[343, 470]"
7426,0,0,0,1901,"[180, 314]"
7427,2,0,2,1926,"[271, 552]"
7428,7,19,26,1956,"[351, 159]"
7429,7,0,7,1910,"[218, 322]"
7430,1,3,4,1979,"[443, 1306]"
7431,35,43,78,1936,"[299, 109]"
7433,3,0,3,1883,"[108, 269]"
7436,17,44,61,1915,"[238, 446]"
7437,6,21,27,1989,"[490, 66]"
7438,8,74,82,1973,"[410, 19]"
7439,1,9,10,2000,"[528, 458]"
7440,1,0,1,1945,"[323, 325]"
7441,1,0,1,1894,"[152, 516]"
7442,10,12,22,1921,"[256, 658]"
7443,7,10,17,1975,"[420, 515]"
7444,4,15,19,1955,"[349, 322]"
7446,3,0,3,1958,"[356, 252]"
7447,10,6,16,1912,"[223, 519]"
7448,24,17,41,1908,"[210, 373]"
7449,2,1,3,1888,"[124, 495]"
7450,0,0,0,2012,"[565, 391]"
7451,40,4,44,1883,"[107, 678]"
7452,17,16,33,1948,"[334, 110]"
7453,0,1,1,1883,"[107, 320]"
7455,0,0,0,1970,"[397, 41]"
7456,19,18,37,1893,"[150, 653]"
7457,8,60,68,1936,"[299, 201]"
7458,10,7,17,1949,"[336, 18]"
7459,3,9,12,1953,"[345, 369]"
7460,3,0,3,1972,"[404, 1027]"
7461,7,21,28,1997,"[520, 461]"
7462,9,9,18,1895,"[156, 464]"
7463,3,5,8,1929,"[279, 401]"
7464,0,5,5,1901,"[181, 77]"
7466,6,6,12,1899,"[175, 274]"
7467,49,15,64,1964,"[379, 64]"
7468,7,8,15,1920,"[251, 259]"
7469,11,22,33,1925,"[268, 146]"
7471,7,7,14,1893,"[148, 266]"
7472,58,64,122,1980,"[445, 573]"
7474,0,0,0,1962,"[371, 207]"
7476,3,5,8,1918,"[246, 227]"
7477,59,70,129,1967,"[387, 294]"
7479,3,0,3,1896,"[163, 140]"
7480,33,38,71,1969,"[395, 6]"
7481,4,9,13,1971,"[401, 216]"
7482,20,29,49,1993,"[507, 761]"
7483,0,2,2,1906,"[203, 441]"
7484,0,0,0,1984,"[466, 989]"
7485,0,0,0,1960,"[364, 299]"
7487,0,0,0,1925,"[268, 378]"
7489,16,4,20,1917,"[244, 362]"
7490,10,14,24,1931,"[283, 654]"
7491,2,7,9,1919,"[249, 534]"
7492,16,2,18,1919,"[250, 577]"
7495,3,1,4,1896,"[160, 688]"
7496,9,24,33,1982,"[457, 423]"
7497,13,19,32,1928,"[277, 551]"
7499,4,0,4,1981,"[450, 346]"
7500,8,10,18,1913,"[228, 596]"
7501,1,0,1,1970,"[400, 886]"
7502,5,14,19,1938,"[302, 506]"
7503,1,0,1,1958,"[355, 605]"
7504,1,19,20,2008,"[553, 164]"
7505,3,4,7,1931,"[283, 52]"
7506,1,0,1,1979,"[439, 1091]"
7508,13,10,23,1919,"[248, 453]"
7509,1,2,3,1938,"[304, 197]"
7510,11,62,73,1989,"[492, 195]"
7511,0,0,0,2013,"[568, 9307]"
7513,2,0,2,1916,"[240, 395]"
7514,9,11,20,1892,"[145, 428]"
7515,87,2,89,1892,"[142, 547]"
7517,14,27,41,1931,"[283, 501]"
7518,34,19,53,1899,"[173, 193]"
7519,5,0,5,1885,"[115, 413]"
7521,72,18,90,1896,"[161, 591]"
7522,13,11,24,1963,"[373, 683]"
7523,6,39,45,1973,"[413, 139]"
7525,0,0,0,1961,"[366, 417]"
7527,0,0,0,2013,"[569, 796]"
7528,4,12,16,1895,"[159, 630]"
7530,0,7,7,1924,"[264, 246]"
7531,6,22,28,1922,"[258, 358]"
7533,2,7,9,1945,"[324, 308]"
7534,0,0,0,1892,"[144, 260]"
7535,0,0,0,1972,"[406, 978]"
7536,32,35,67,1977,"[430, 519]"
7537,10,15,25,1979,"[441, 780]"
7538,14,22,36,1928,"[275, 331]"
7539,0,0,0,1965,"[381, 276]"
7541,3,2,5,1942,"[316, 342]"
7542,16,5,21,1891,"[141, 589]"
7545,13,30,43,1908,"[211, 45]"
7546,0,0,0,1964,"[378, 126]"
7547,4,19,23,1933,"[289, 444]"
7549,2,0,2,1967,"[389, 50]"
7550,11,35,46,1979,"[440, 205]"
7551,8,20,28,1993,"[507, 197]"
7552,0,0,0,1967,"[386, 979]"
7553,3,5,8,1889,"[130, 439]"
7554,2,0,2,1969,"[395, 901]"
7555,31,44,75,1970,"[398, 235]"
7556,15,23,38,1910,"[215, 501]"
7557,0,0,0,1939,"[308, 608]"
7558,8,29,37,1913,"[229, 226]"
7559,1,32,33,2009,"[556, 701]"
7560,2,4,6,1992,"[502, 244]"
7561,5,7,12,1896,"[160, 514]"
7562,16,37,53,1949,"[338, 294]"
7563,8,20,28,1926,"[270, 456]"
7564,0,3,3,1885,"[113, 104]"
7565,1,1,2,1977,"[434, 1340]"
7566,0,0,0,1962,"[371, 4]"
7567,261,25,286,1979,"[441, 1]"
7568,0,0,0,1894,"[152, 172]"
7569,13,7,20,1915,"[237, 434]"
7570,2,53,55,1985,"[474, 193]"
7571,7,10,17,1909,"[213, 339]"
7572,5,5,10,1921,"[255, 450]"
7573,1,13,14,2000,"[529, 244]"
7574,5,85,90,1933,"[287, 474]"
7577,8,5,13,1930,"[282, 175]"
7579,39,14,53,1951,"[341, 384]"
7580,0,2,2,1931,"[282, 476]"
7581,14,32,46,1973,"[414, 156]"
7582,1,0,1,1964,"[378, 539]"
7585,0,0,0,1919,"[250, 188]"
7586,5,3,8,1892,"[145, 285]"
7587,6,13,19,1887,"[123, 747]"
7588,4,0,4,1882,"[108, 14]"
7589,5,43,48,1979,"[440, 301]"
7590,0,2,2,2009,"[558, 559]"
7591,3,28,31,1979,"[439, 522]"
7592,6,18,24,1969,"[252, 100]"
7594,21,37,58,1947,"[330, 501]"
7596,5,26,31,1948,"[335, 211]"
7597,2,0,2,1952,"[343, 946]"
7598,9,21,30,1951,"[342, 36]"
7599,0,0,0,1961,"[365, 769]"
7600,0,4,4,1890,"[135, 449]"
7602,10,1,11,1887,"[121, 609]"
7603,4,23,27,1992,"[505, 647]"
7604,28,0,28,1924,"[265, 57]"
7605,3,15,18,1904,"[194, 338]"
7606,9,25,34,1946,"[329, 173]"
7607,0,0,0,1965,"[381, 130]"
7609,1,16,17,1925,"[268, 311]"
7610,17,18,35,1957,"[352, 220]"
7611,0,0,0,1962,"[371, 22]"
7612,11,3,14,1917,"[245, 170]"
7613,3,75,78,1987,"[483, 587]"
7615,1,1,2,1923,"[263, 350]"
7617,3,0,3,1895,"[155, 665]"
7618,3,9,12,1924,"[264, 146]"
7619,1,0,1,1895,"[160, 268]"
7620,0,0,0,1938,"[304, 560]"
7621,7,6,13,1920,"[254, 343]"
7622,0,2,2,1910,"[215, 341]"
7623,0,0,0,1891,"[141, 437]"
7624,13,4,17,1903,"[189, 434]"
7625,6,0,6,1970,"[397, 820]"
7626,4,16,20,1971,"[401, 23]"
7627,15,22,37,1945,"[324, 386]"
7629,22,12,34,1900,"[179, 58]"
7631,7,0,7,1886,"[118, 196]"
7632,21,8,29,1922,"[257, 591]"
7633,8,6,14,1903,"[191, 358]"
7634,1,0,1,1986,"[478, 1012]"
7635,0,0,0,1891,"[141, 201]"
7636,0,0,0,1963,"[371, 233]"
7637,0,10,10,1898,"[171, 638]"
7638,6,8,14,1949,"[336, 328]"
7639,0,6,6,1903,"[188, 254]"
7640,4,27,31,1975,"[421, 100]"
7641,0,0,0,1985,"[470, 1075]"
7642,0,1,1,1886,"[118, 230]"
7643,4,2,6,1957,"[354, 390]"
7646,2,20,22,2003,"[538, 803]"
7647,6,44,50,1926,"[271, 176]"
7648,2,2,4,1945,"[324, 164]"
7649,9,10,19,1959,"[360, 343]"
7650,13,13,26,1919,"[248, 498]"
7651,2,2,4,1918,"[245, 513]"
7652,0,3,3,1948,"[334, 210]"
7653,3,28,31,1974,"[419, 215]"
7654,4,3,7,1883,"[109, 108]"
7656,27,66,93,1927,"[273, 34]"
7659,4,4,8,1902,"[184, 61]"
7660,7,15,22,1975,"[422, 151]"
7661,1,3,4,1895,"[158, 123]"
7663,1,0,1,1962,"[371, 21]"
7664,1,6,7,1950,"[339, 113]"
7667,35,55,90,1987,"[480, 421]"
7668,31,19,50,1930,"[281, 276]"
7669,0,0,0,2012,"[566, 1472]"
7670,0,0,0,1965,"[380, 249]"
7671,18,48,66,1974,"[415, 566]"
7672,14,2,16,1888,"[125, 70]"
7673,30,11,41,1969,"[394, 103]"
7674,3,7,10,1913,"[231, 341]"
7675,29,27,56,1903,"[188, 189]"
7677,6,46,52,1980,"[448, 176]"
7678,3,6,9,1957,"[355, 107]"
7679,0,0,0,1970,"[397, 147]"
7680,1,0,1,1966,"[384, 985]"
7683,31,44,75,1974,"[415, 724]"
7684,9,6,15,1894,"[152, 684]"
7685,3,10,13,1908,"[208, 481]"
7686,1,0,1,1889,"[132, 98]"
7687,4,1,5,1934,"[293, 151]"
7688,2,2,4,1913,"[231, 171]"
7689,6,36,42,1991,"[499, 554]"
7691,1,1,2,1903,"[191, 267]"
