Id,In_Degree,Out_Degree,Degree,year_copy,Case_ID
13089,1,6,7,1942,"[317, 178]"
13090,1,20,21,1943,"[320, 410]"
13091,7,6,13,1965,"[380, 451]"
13092,2,17,19,2006,"[546, 418]"
13094,4,10,14,1919,"[249, 334]"
13095,2,7,9,1959,"[361, 138]"
13096,14,7,21,1912,"[225, 205]"
13097,8,11,19,1981,"[450, 455]"
13098,6,3,9,1953,"[346, 119]"
13099,12,3,15,1922,"[259, 200]"
13100,9,22,31,1945,"[324, 515]"
13102,3,20,23,1977,"[434, 77]"
13103,0,0,0,1989,"[491, 22]"
13104,0,8,8,1908,"[210, 336]"
13105,16,7,23,1886,"[118, 545]"
13106,0,0,0,1899,"[173, 225]"
13109,4,7,11,1912,"[222, 522]"
13110,5,60,65,1948,"[333, 445]"
13111,2,0,2,1896,"[164, 325]"
13112,16,35,51,2000,"[529, 120]"
13114,20,38,58,1981,"[452, 692]"
13115,9,4,13,1886,"[118, 152]"
13117,8,19,27,1909,"[215, 308]"
13118,0,0,0,1968,"[393, 18]"
13119,14,14,28,1942,"[315, 148]"
13120,2,1,3,1888,"[125, 698]"
13123,3,28,31,1978,"[436, 293]"
13124,1,0,1,1941,"[311, 513]"
13125,2,6,8,1909,"[215, 182]"
13127,23,7,30,1967,"[386, 58]"
13128,1,0,1,1911,"[222, 121]"
13129,63,34,97,1942,"[316, 535]"
13130,5,2,7,1903,"[189, 408]"
13132,8,44,52,1996,"[516, 163]"
13133,4,10,14,1913,"[229, 416]"
13134,3,7,10,1920,"[254, 242]"
13136,2,4,6,1905,"[197, 394]"
13137,0,0,0,1972,"[405, 965]"
13138,0,0,0,1917,"[243, 257]"
13139,13,13,26,1974,"[414, 368]"
13140,256,7,263,1936,"[299, 1]"
13141,3,8,11,1893,"[147, 230]"
13142,5,0,5,1905,"[199, 48]"
13144,1,1,2,1926,"[270, 215]"
13145,13,15,28,1916,"[239, 510]"
13146,323,15,338,1964,"[377, 1]"
13147,19,108,127,1978,"[435, 389]"
13150,0,1,1,1891,"[137, 577]"
13151,16,26,42,1953,"[344, 590]"
13153,3,0,3,1926,"[270, 44]"
13154,5,1,6,1935,"[295, 100]"
13155,0,0,0,1964,"[376, 512]"
13156,46,27,73,1940,"[309, 106]"
13157,0,2,2,1884,"[110, 53]"
13158,0,1,1,1914,"[234, 270]"
13159,11,8,19,1997,"[520, 939]"
13160,1,13,14,1941,"[312, 176]"
13161,6,6,12,1887,"[122, 306]"
13162,23,20,43,1974,"[416, 21]"
13163,1,0,1,1983,"[464, 879]"
13164,6,11,17,1918,"[248, 132]"
13165,7,3,10,1903,"[188, 545]"
13166,3,1,4,1899,"[173, 113]"
13167,2,23,25,2000,"[530, 27]"
13169,3,30,33,1927,"[273, 456]"
13170,1,0,1,1925,"[266, 537]"
13172,0,0,0,1937,"[302, 769]"
13173,0,1,1,2014,"[573, 193]"
13175,5,9,14,1935,"[295, 418]"
13176,3,5,8,1886,"[119, 215]"
13177,124,69,193,1967,"[389, 347]"
13178,8,16,24,1913,"[231, 373]"
13179,155,34,189,1984,"[465, 1]"
13180,14,1,15,1891,"[138, 514]"
13181,30,18,48,1912,"[223, 655]"
13183,11,16,27,1906,"[201, 303]"
13184,21,3,24,1917,"[244, 617]"
13185,10,2,12,1914,"[232, 338]"
13186,3,2,5,1917,"[242, 462]"
13187,22,23,45,1914,"[235, 197]"
13188,8,9,17,1913,"[227, 445]"
13189,3,18,21,1910,"[216, 488]"
13190,1,4,5,1963,"[375, 59]"
13191,1,6,7,1900,"[179, 220]"
13192,12,16,28,1895,"[157, 683]"
13193,1,2,3,1938,"[305, 354]"
13195,16,17,33,1917,"[242, 394]"
13196,0,10,10,1975,"[420, 619]"
13198,302,5,307,1921,"[257, 1]"
13199,2,28,30,1983,"[462, 835]"
13201,17,39,56,1990,"[497, 37]"
13203,8,7,15,1948,"[333, 28]"
13204,0,0,0,1979,"[442, 922]"
13205,4,8,12,1910,"[216, 571]"
13206,3,2,5,1896,"[164, 393]"
13207,3,0,3,1887,"[122, 519]"
13208,1,0,1,1985,"[474, 879]"
13209,1,0,1,1885,"[115, 51]"
13210,28,27,55,1946,"[326, 620]"
13211,1,0,1,1937,"[302, 733]"
13212,1,0,1,1968,"[389, 573]"
13213,14,11,25,1896,"[164, 492]"
13215,3,0,3,1894,"[153, 183]"
13216,11,21,32,1910,"[217, 157]"
13217,0,0,0,1967,"[389, 329]"
13218,0,3,3,1999,"[527, 469]"
13219,8,18,26,1995,"[515, 50]"
13221,3,8,11,1904,"[194, 394]"
13222,30,27,57,1908,"[209, 211]"
13223,1,0,1,1972,"[409, 801]"
13224,20,17,37,1912,"[226, 324]"
13225,1,7,8,1941,"[312, 484]"
13226,7,4,11,1967,"[386, 568]"
13227,6,9,15,1917,"[243, 452]"
13228,0,0,0,1965,"[380, 126]"
13230,4,8,12,1898,"[171, 466]"
13231,2,0,2,1919,"[251, 41]"
13232,4,5,9,1927,"[273, 202]"
13234,0,0,0,2015,"[574, 9026]"
13235,8,7,15,1911,"[221, 580]"
13236,4,17,21,1983,"[462, 523]"
13237,0,4,4,1997,"[520, 670]"
13238,0,0,0,1964,"[375, 972]"
13240,11,23,34,1972,"[407, 258]"
13241,1,3,4,1888,"[127, 563]"
13243,9,8,17,1905,"[197, 115]"
13244,11,8,19,1974,"[416, 251]"
13246,6,10,16,1928,"[277, 151]"
13247,19,15,34,1915,"[237, 171]"
13249,14,9,23,1900,"[177, 214]"
13251,41,42,83,1963,"[372, 58]"
13254,1,0,1,1963,"[374, 500]"
13257,7,12,19,1932,"[285, 427]"
13258,1,1,2,1888,"[127, 212]"
13260,0,0,0,1958,"[358, 101]"
13261,77,18,95,1937,"[299, 353]"
13263,0,3,3,1927,"[273, 337]"
13264,5,6,11,1988,"[485, 399]"
13265,0,0,0,1960,"[361, 536]"
13266,4,7,11,1902,"[187, 118]"
13268,13,16,29,1893,"[150, 31]"
13269,23,86,109,1978,"[435, 313]"
13270,5,0,5,1885,"[115, 151]"
13272,14,3,17,1939,"[308, 208]"
13273,9,0,9,1979,"[442, 289]"
13275,42,55,97,1975,"[419, 393]"
13277,12,32,44,1945,"[325, 561]"
13278,12,2,14,1896,"[163, 118]"
13279,2,2,4,1895,"[155, 550]"
13280,9,9,18,1928,"[276, 160]"
13281,2,5,7,1889,"[132, 158]"
13282,3,0,3,1933,"[288, 467]"
13283,0,2,2,1971,"[404, 1242]"
13284,12,63,75,1954,"[348, 66]"
13285,95,51,146,1972,"[408, 238]"
13286,3,26,29,1966,"[383, 687]"
13287,0,0,0,1967,"[387, 92]"
13289,0,0,0,1941,"[314, 94]"
13290,3,30,33,1985,"[473, 207]"
13291,7,53,60,1903,"[190, 452]"
13292,3,10,13,1933,"[289, 367]"
13294,13,46,59,1934,"[291, 205]"
13295,291,10,301,1959,"[360, 1]"
13297,1,6,7,1921,"[255, 266]"
13298,26,34,60,1977,"[429, 318]"
13299,15,0,15,1897,"[165, 593]"
13300,56,158,214,1945,"[325, 761]"
13301,4,6,10,1890,"[134, 110]"
13304,1,1,2,1886,"[117, 340]"
13305,2,0,2,1981,"[454, 1000]"
13306,3,26,29,1994,"[510, 200]"
13307,15,9,24,1920,"[253, 454]"
13308,0,2,2,1898,"[163, 618]"
13309,1,14,15,1976,"[425, 637]"
13310,5,41,46,1980,"[447, 323]"
13311,7,9,16,1902,"[185, 203]"
13312,1,6,7,1914,"[235, 37]"
13314,4,3,7,1906,"[202, 563]"
13315,6,5,11,1912,"[223, 599]"
13316,10,45,55,1997,"[521, 346]"
13317,11,19,30,1983,"[462, 1039]"
13318,9,38,47,1919,"[249, 152]"
13319,0,0,0,1967,"[386, 264]"
13320,5,4,9,1916,"[241, 241]"
13322,9,91,100,1948,"[335, 80]"
13323,0,4,4,1959,"[360, 203]"
13324,9,9,18,1941,"[313, 354]"
13325,13,6,19,1925,"[268, 325]"
13326,0,0,0,1972,"[406, 977]"
13327,0,0,0,1974,"[415, 352]"
13328,3,4,7,1913,"[228, 312]"
13329,4,0,4,1935,"[295, 76]"
13330,1,0,1,1963,"[371, 540]"
13331,31,77,108,1961,"[366, 36]"
13333,3,8,11,1894,"[151, 639]"
13336,40,30,70,1977,"[433, 584]"
13337,192,4,196,1887,"[121, 1]"
13338,39,25,64,1976,"[427, 445]"
13340,6,4,10,1888,"[128, 212]"
13341,307,9,316,1972,"[405, 1]"
13342,1,2,3,1922,"[258, 96]"
13343,0,0,0,1969,"[396, 119]"
13345,8,30,38,1917,"[242, 367]"
13346,0,16,16,1944,"[322, 379]"
13347,9,2,11,1912,"[226, 145]"
13349,6,1,7,1901,"[181, 396]"
13350,2,15,17,1892,"[145, 135]"
13352,16,29,45,1978,"[435, 6]"
13354,1,8,9,1907,"[205, 423]"
13355,251,62,313,1935,"[295, 1]"
13357,0,4,4,1896,"[163, 369]"
13358,2,22,24,1991,"[500, 145]"
13359,5,7,12,1912,"[226, 53]"
13361,4,2,6,1890,"[135, 326]"
13363,5,13,18,1948,"[338, 197]"
13365,1,23,24,1996,"[516, 417]"
13366,12,12,24,1929,"[279, 644]"
13367,25,7,32,1899,"[173, 509]"
13368,17,2,19,1947,"[329, 495]"
13369,7,23,30,1904,"[195, 207]"
13370,11,44,55,1945,"[323, 316]"
13372,0,0,0,1938,"[304, 558]"
13373,0,2,2,1889,"[131, 403]"
13375,29,57,86,1934,"[292, 571]"
13376,13,62,75,1986,"[474, 376]"
13377,4,21,25,1981,"[451, 619]"
13378,5,19,24,1925,"[267, 552]"
13379,5,6,11,1918,"[247, 16]"
13380,0,0,0,1986,"[479, 996]"
13381,5,39,44,1997,"[520, 518]"
13382,7,26,33,1934,"[291, 286]"
13383,1,10,11,1915,"[235, 625]"
13384,14,16,30,1971,"[400, 410]"
13385,4,0,4,1962,"[370, 650]"
13386,6,8,14,1893,"[150, 312]"
13387,22,17,39,1943,"[318, 189]"
13388,23,21,44,1897,"[168, 488]"
13389,0,0,0,1959,"[360, 314]"
13390,3,6,9,1925,"[269, 71]"
13391,39,10,49,1900,"[179, 405]"
13392,1,0,1,1967,"[389, 1016]"
13393,28,79,107,1939,"[305, 434]"
13394,2,6,8,1902,"[183, 290]"
13395,34,15,49,1921,"[257, 233]"
13398,7,2,9,1911,"[222, 158]"
13399,0,1,1,1893,"[150, 387]"
13400,2,3,5,1978,"[439, 1380]"
13401,11,6,17,1894,"[154, 134]"
13402,8,0,8,1903,"[191, 405]"
13403,3,18,21,1957,"[353, 98]"
13406,12,14,26,1977,"[431, 633]"
13407,4,12,16,1988,"[486, 24]"
13410,2,5,7,1910,"[218, 27]"
13411,7,6,13,1910,"[218, 563]"
13412,5,1,6,1905,"[199, 325]"
13413,25,98,123,1994,"[511, 244]"
13414,2,0,2,1883,"[107, 319]"
13417,10,19,29,1957,"[352, 385]"
13418,32,36,68,1970,"[397, 436]"
13421,9,33,42,1994,"[510, 383]"
13422,34,21,55,1888,"[125, 345]"
13423,1,0,1,1894,"[152, 317]"
13424,3,12,15,1945,"[323, 329]"
13425,10,59,69,1976,"[424, 648]"
13426,4,39,43,1974,"[419, 20]"
13428,4,0,4,1883,"[107, 676]"
13431,59,32,91,1910,"[217, 349]"
13432,16,25,41,1976,"[425, 231]"
13433,5,5,10,1973,"[411, 138]"
13434,0,0,0,1970,"[400, 873]"
13435,15,2,17,1923,"[261, 393]"
13436,0,2,2,1946,"[327, 103]"
13437,25,14,39,1940,"[311, 457]"
13438,26,34,60,1977,"[432, 161]"
13439,2,5,7,1898,"[172, 48]"
13440,20,3,23,1885,"[113, 73]"
13442,10,27,37,1959,"[360, 601]"
13444,0,0,0,1881,"[154, 669]"
13445,1,0,1,1927,"[273, 93]"
13446,1,16,17,1964,"[378, 530]"
13447,14,20,34,1929,"[278, 235]"
13448,3,29,32,1986,"[476, 610]"
13450,2,6,8,1907,"[207, 302]"
13451,10,11,21,1986,"[476, 355]"
13452,17,13,30,1905,"[199, 212]"
13454,5,4,9,1941,"[312, 156]"
13455,0,0,0,1972,"[409, 968]"
13457,0,3,3,1918,"[248, 112]"
13459,5,7,12,1887,"[123, 297]"
13460,1,2,3,1890,"[135, 167]"
13461,0,0,0,1984,"[469, 1022]"
13463,0,3,3,1926,"[271, 484]"
13464,0,0,0,1892,"[144, 75]"
13465,0,0,0,1887,"[121, 118]"
13466,6,3,9,1887,"[123, 727]"
13467,0,0,0,1889,"[129, 101]"
13468,1,7,8,1921,"[256, 427]"
13470,1,3,4,1897,"[167, 65]"
13471,20,98,118,1958,"[356, 165]"
13473,9,39,48,1994,"[512, 374]"
13474,277,0,277,1968,"[393, 1]"
13476,2,11,13,1900,"[179, 305]"
13477,5,0,5,1885,"[113, 550]"
13479,4,3,7,1892,"[143, 587]"
13480,14,9,23,1922,"[257, 478]"
13481,3,0,3,1970,"[400, 73]"
13483,56,15,71,1952,"[342, 246]"
13484,9,26,35,1933,"[289, 385]"
13486,5,1,6,1887,"[120, 556]"
13491,329,2,331,1913,"[227, 1]"
13492,0,0,0,1935,"[294, 716]"
13493,7,7,14,1954,"[346, 537]"
13496,11,7,18,1903,"[190, 379]"
13497,3,6,9,1974,"[419, 245]"
13498,3,29,32,1991,"[498, 211]"
13499,0,0,0,1934,"[293, 183]"
13500,11,3,14,1952,"[342, 415]"
13501,1,30,31,1953,"[346, 209]"
13503,0,4,4,1909,"[215, 125]"
13505,25,34,59,1975,"[422, 332]"
13506,33,20,53,2000,"[530, 1]"
13507,4,4,8,1923,"[260, 512]"
13508,0,0,0,1950,"[340, 869]"
13510,6,16,22,1944,"[322, 102]"
13513,3,12,15,1982,"[457, 569]"
13514,7,1,8,1883,"[107, 485]"
13516,1,6,7,1980,"[444, 1309]"
13517,1,4,5,1927,"[272, 718]"
13518,3,1,4,1898,"[170, 522]"
13519,0,2,2,1891,"[138, 271]"
13521,0,4,4,1953,"[346, 402]"
13522,19,21,40,1981,"[453, 322]"
13523,5,6,11,1912,"[224, 85]"
13525,9,11,20,1941,"[314, 441]"
13526,1,0,1,1970,"[399, 524]"
13527,4,36,40,1988,"[488, 51]"
13528,2,2,4,1945,"[324, 100]"
13529,1,12,13,1993,"[508, 165]"
13531,7,18,25,1923,"[262, 234]"
13533,1,0,1,1888,"[127, 113]"
13535,1,0,1,1956,"[351, 978]"
13536,2,11,13,1952,"[344, 143]"
13537,17,69,86,1992,"[505, 1003]"
13539,24,8,32,1909,"[215, 278]"
13540,4,15,19,1924,"[264, 488]"
13541,6,5,11,1887,"[122, 360]"
13542,19,10,29,1891,"[139, 591]"
13543,0,0,0,1961,"[365, 650]"
13545,2,0,2,1964,"[376, 905]"
13546,0,0,0,1962,"[369, 525]"
13547,0,0,0,1976,"[429, 911]"
13548,1,11,12,1898,"[169, 218]"
13553,0,2,2,1973,"[414, 212]"
13554,0,0,0,1968,"[392, 644]"
13555,9,0,9,1924,"[266, 328]"
13556,3,2,5,1887,"[120, 605]"
13557,20,45,65,1990,"[498, 89]"
13558,9,4,13,1892,"[144, 458]"
13559,25,28,53,1947,"[330, 552]"
13560,3,10,13,1938,"[303, 350]"
13561,0,0,0,1900,"[176, 685]"
13562,4,3,7,1895,"[158, 299]"
13563,0,0,0,2007,"[549, 437]"
13564,13,6,19,1907,"[204, 458]"
13565,3,3,6,1962,"[371, 75]"
13567,0,0,0,1886,"[119, 312]"
13568,6,22,28,1947,"[332, 407]"
13569,0,0,0,2013,"[569, 207]"
13570,1,2,3,1894,"[155, 141]"
13571,3,0,3,1972,"[409, 1235]"
13572,5,17,22,1984,"[467, 867]"
13573,1,3,4,1900,"[179, 196]"
13576,0,0,0,1961,"[365, 767]"
13577,4,15,19,1945,"[323, 574]"
13578,3,19,22,1987,"[481, 619]"
13579,29,0,29,1947,"[330, 767]"
13580,28,23,51,1893,"[149, 164]"
13581,0,6,6,1918,"[246, 413]"
13582,7,18,25,1936,"[298, 460]"
13583,4,16,20,1937,"[300, 115]"
13584,0,1,1,1884,"[110, 200]"
13585,46,57,103,1972,"[407, 297]"
13586,1,7,8,2008,"[552, 248]"
13589,5,4,9,1915,"[239, 446]"
13590,1,4,5,1895,"[157, 195]"
13592,28,32,60,1923,"[262, 172]"
13595,2,9,11,1986,"[475, 657]"
13596,0,0,0,1958,"[356, 25]"
13597,12,43,55,1937,"[300, 440]"
13598,4,55,59,1985,"[472, 445]"
13599,30,28,58,1922,"[259, 44]"
13600,5,5,10,1913,"[228, 161]"
13601,5,7,12,1941,"[314, 33]"
13602,14,5,19,1901,"[180, 276]"
13603,72,20,92,1986,"[477, 1]"
13604,19,20,39,1898,"[171, 101]"
13605,2,8,10,1911,"[222, 582]"
13606,3,65,68,1983,"[460, 150]"
13607,12,21,33,1933,"[290, 169]"
13608,0,0,0,1910,"[216, 234]"
13609,20,7,27,1962,"[369, 141]"
13610,3,15,18,1915,"[235, 601]"
13612,0,0,0,1960,"[362, 929]"
13613,0,0,0,1963,"[375, 11]"
13614,1,52,53,2007,"[551, 701]"
13616,7,14,21,2003,"[537, 371]"
13617,309,20,329,1890,"[134, 1]"
13618,10,4,14,1934,"[291, 7]"
13620,6,0,6,1893,"[149, 364]"
13621,9,69,78,1914,"[234, 712]"
13622,0,2,2,1893,"[147, 691]"
13624,0,29,29,1984,"[467, 735]"
13625,6,9,15,1921,"[256, 566]"
13626,54,19,73,1960,"[362, 257]"
13627,1,1,2,1904,"[193, 526]"
13628,7,20,27,2003,"[538, 468]"
13630,0,0,0,1903,"[190, 64]"
13631,9,2,11,1887,"[120, 782]"
13632,8,15,23,1974,"[418, 461]"
13633,69,139,208,1973,"[412, 218]"
13634,10,11,21,1891,"[139, 507]"
13635,9,19,28,1961,"[367, 364]"
13636,13,25,38,1916,"[240, 403]"
13637,0,0,0,2013,"[570, 96]"
13638,0,5,5,2011,"[564, 5001]"
13640,24,4,28,1898,"[169, 284]"
13641,254,2,256,1908,"[211, 1]"
13642,0,3,3,1887,"[120, 105]"
13644,9,1,10,1892,"[145, 300]"
13645,1,0,1,1888,"[127, 482]"
13646,0,0,0,2013,"[568, 982]"
13648,3,11,14,1919,"[249, 296]"
13649,16,74,90,1983,"[460, 226]"
13650,4,2,6,1900,"[177, 378]"
13652,1,10,11,1929,"[278, 421]"
13653,7,2,9,1888,"[128, 510]"
13654,0,0,0,1909,"[214, 175]"
13655,1,2,3,1943,"[320, 115]"
13656,6,62,68,1938,"[303, 501]"
13657,0,1,1,1897,"[167, 664]"
13658,9,10,19,1887,"[121, 421]"
13659,5,37,42,1979,"[441, 130]"
13661,2,1,3,1884,"[112, 12]"
13662,10,0,10,1884,"[110, 568]"
13663,4,1,5,1889,"[129, 233]"
13664,4,6,10,1988,"[486, 492]"
13665,0,25,25,1943,"[319, 474]"
13667,3,21,24,1945,"[323, 490]"
13668,3,12,15,1910,"[216, 396]"
13669,10,15,25,1972,"[407, 128]"
13670,0,9,9,1980,"[444, 248]"
13671,2,1,3,1897,"[168, 471]"
13672,0,16,16,1974,"[419, 301]"
13673,2,2,4,1889,"[132, 415]"
13674,9,9,18,1892,"[143, 32]"
13675,1,0,1,1895,"[159, 643]"
13677,7,7,14,1943,"[319, 590]"
13679,0,0,0,1967,"[385, 451]"
13681,2,0,2,2004,"[541, 433]"
13682,30,16,46,1956,"[350, 359]"
13683,55,28,83,1967,"[387, 136]"
13684,4,5,9,1887,"[120, 759]"
13685,2,0,2,1965,"[381, 41]"
13686,0,1,1,1978,"[439, 8]"
13687,9,8,17,1895,"[159, 487]"
13688,10,36,46,1982,"[459, 87]"
13689,8,1,9,1959,"[360, 593]"
13690,6,2,8,1885,"[115, 579]"
13691,0,5,5,1947,"[439, 30]"
13692,3,8,11,1927,"[274, 403]"
13693,0,2,2,1938,"[303, 91]"
13694,9,89,98,1994,"[510, 266]"
13695,2,0,2,1968,"[393, 821]"
13696,12,77,89,1948,"[334, 672]"
13697,12,8,20,1956,"[352, 29]"
13699,4,0,4,1940,"[308, 378]"
13700,4,1,5,1933,"[289, 459]"
13701,2,5,7,1901,"[181, 117]"
13703,2,0,2,1967,"[389, 45]"
13704,69,40,109,1957,"[355, 184]"
13705,39,12,51,1919,"[250, 300]"
13706,9,8,17,1914,"[233, 223]"
13708,0,0,0,1885,"[114, 265]"
13709,0,0,0,2013,"[569, 43]"
13710,0,26,26,1968,"[392, 616]"
13712,8,10,18,1971,"[402, 558]"
13713,0,0,0,1964,"[375, 393]"
13714,0,0,0,2012,"[565, 507]"
13716,383,51,434,1912,"[223, 1]"
13717,6,10,16,1920,"[251, 342]"
13719,10,38,48,1929,"[278, 221]"
13720,4,10,14,1967,"[386, 731]"
13721,0,0,0,1971,"[403, 950]"
13722,3,18,21,1949,"[337, 286]"
13723,21,34,55,1955,"[349, 155]"
13724,1,0,1,1893,"[148, 124]"
13725,19,13,32,1905,"[198, 371]"
13726,7,9,16,1917,"[245, 33]"
13727,2,0,2,1990,"[498, 924]"
13729,0,2,2,1924,"[265, 454]"
13730,5,10,15,1937,"[299, 498]"
13731,4,33,37,1998,"[524, 11]"
13732,3,0,3,1883,"[106, 546]"
13733,3,2,5,1883,"[109, 75]"
13734,15,16,31,1993,"[508, 307]"
13735,9,9,18,1959,"[360, 525]"
13737,35,40,75,1891,"[139, 24]"
13738,4,7,11,1996,"[517, 830]"
13739,18,61,79,1999,"[527, 706]"
13740,3,21,24,1973,"[412, 391]"
13742,5,6,11,1894,"[155, 228]"
13743,16,10,26,1940,"[309, 261]"
13744,0,0,0,1967,"[386, 285]"
13746,2,15,17,1971,"[402, 622]"
13747,32,108,140,1978,"[438, 726]"
13748,1,0,1,1952,"[343, 393]"
13751,0,0,0,1973,"[414, 931]"
13753,2,11,13,2001,"[533, 158]"
13754,6,4,10,1922,"[257, 523]"
13755,2,4,6,1958,"[355, 554]"
13756,12,6,18,1906,"[202, 584]"
13760,3,0,3,1958,"[358, 57]"
13761,3,2,5,1894,"[151, 238]"
13763,2,9,11,1902,"[186, 458]"
13766,18,13,31,1981,"[449, 411]"
13767,0,0,0,1966,"[384, 213]"
13768,208,32,240,1890,"[135, 1]"
13769,1,0,1,1885,"[115, 285]"
13770,3,4,7,1959,"[359, 495]"
13771,6,11,17,1926,"[271, 414]"
13772,7,11,18,1901,"[183, 138]"
13773,13,12,25,1918,"[247, 477]"
13774,25,19,44,1894,"[151, 556]"
13775,0,0,0,1966,"[385, 373]"
13776,2,1,3,1943,"[318, 693]"
13777,1,0,1,1985,"[471, 1078]"
13778,0,0,0,1986,"[479, 891]"
13781,9,8,17,1914,"[235, 106]"
13783,2,0,2,1980,"[446, 903]"
13784,0,0,0,2015,"[574, 6873]"
13785,4,12,16,1990,"[497, 358]"
13786,0,0,0,1972,"[409, 1080]"
13788,5,11,16,1978,"[439, 1310]"
13789,1,4,5,1980,"[449, 86]"
13790,2,3,5,1920,"[252, 399]"
13793,5,8,13,1919,"[250, 39]"
13794,2,28,30,1935,"[295, 264]"
13795,0,0,0,1971,"[401, 1201]"
13796,2,0,2,1886,"[119, 191]"
13797,9,17,26,1923,"[261, 24]"
13798,0,39,39,2010,"[560, 1224]"
13799,0,0,0,1958,"[357, 570]"
13800,7,3,10,1926,"[271, 109]"
13801,1,1,2,1965,"[380, 513]"
13804,0,0,0,1887,"[120, 598]"
13805,26,28,54,1942,"[316, 4]"
13806,8,34,42,1952,"[343, 130]"
13809,3,26,29,1924,"[265, 17]"
13810,1,11,12,1920,"[254, 370]"
13811,1,1,2,1909,"[214, 386]"
13812,21,9,30,1889,"[129, 26]"
13814,2,19,21,1993,"[506, 194]"
13815,0,0,0,1940,"[309, 582]"
13816,3,0,3,1967,"[387, 427]"
13818,7,5,12,2005,"[546, 21]"
13819,1,6,7,1926,"[271, 136]"
13821,18,1,19,1916,"[239, 466]"
13822,7,50,57,1964,"[379, 148]"
13824,0,0,0,1970,"[397, 336]"
13826,2,2,4,1904,"[194, 235]"
13828,0,1,1,1974,"[419, 375]"
13830,0,0,0,1974,"[419, 933]"
13831,37,20,57,1994,"[511, 1]"
13832,1,0,1,1974,"[415, 936]"
13833,0,0,0,1888,"[128, 170]"
13834,0,6,6,1973,"[414, 190]"
13836,4,9,13,1912,"[226, 276]"
13838,7,8,15,1890,"[135, 309]"
13839,0,0,0,2011,"[563, 11556]"
13841,0,58,58,2010,"[561, 861]"
13844,280,22,302,1896,"[163, 1]"
13846,0,0,0,1962,"[370, 157]"
13848,4,3,7,1932,"[284, 284]"
13849,0,0,0,1949,"[338, 856]"
13850,0,0,0,1967,"[388, 460]"
13852,0,0,0,1961,"[366, 167]"
13853,0,0,0,1961,"[368, 3]"
13854,2,14,16,1936,"[299, 33]"
13855,24,29,53,1952,"[342, 205]"
13856,0,0,0,1965,"[380, 254]"
13857,25,56,81,1985,"[474, 104]"
13858,1,1,2,1895,"[159, 66]"
13859,0,11,11,2007,"[549, 183]"
13860,5,20,25,1892,"[143, 371]"
13861,15,10,25,1923,"[261, 374]"
13862,15,26,41,1974,"[418, 405]"
13864,1,0,1,1932,"[286, 332]"
13865,14,0,14,1890,"[135, 483]"
13866,0,1,1,1943,"[317, 423]"
13868,3,18,21,1935,"[295, 455]"
13870,16,5,21,1890,"[136, 257]"
13872,4,19,23,1942,"[316, 502]"
13874,15,37,52,1985,"[474, 159]"
13876,0,3,3,1926,"[270, 424]"
13877,2,4,6,1936,"[298, 229]"
13879,2,19,21,1963,"[373, 33]"
13880,3,11,14,1920,"[254, 103]"
13881,13,20,33,1904,"[194, 161]"
13882,4,34,38,1996,"[517, 314]"
13883,35,21,56,1913,"[227, 59]"
13884,20,28,48,1983,"[461, 480]"
13885,12,39,51,1972,"[405, 278]"
13886,4,10,14,1951,"[340, 573]"
13887,5,5,10,1924,"[264, 105]"
13888,8,12,20,1910,"[215, 437]"
13889,3,22,25,1973,"[414, 270]"
13891,156,9,165,1886,"[118, 356]"
13892,0,3,3,1974,"[418, 1301]"
13893,17,10,27,1909,"[214, 91]"
13894,2,6,8,1942,"[317, 217]"
13895,2,1,3,1889,"[130, 341]"
13896,8,6,14,1933,"[287, 509]"
13897,31,137,168,1936,"[298, 38]"
13898,3,0,3,1953,"[345, 544]"
13900,0,0,0,2012,"[565, 8974]"
13901,0,0,0,2013,"[568, 1450]"
13902,41,94,135,1974,"[415, 528]"
13903,1,6,7,1895,"[156, 426]"
13904,16,29,45,1939,"[308, 39]"
13905,9,8,17,1923,"[260, 568]"
13906,206,0,206,1918,"[248, 1]"
13907,10,20,30,1989,"[489, 749]"
13908,39,2,41,1963,"[373, 59]"
13909,16,23,39,1979,"[439, 322]"
13910,6,30,36,1959,"[360, 622]"
13911,19,10,29,1908,"[208, 598]"
13912,3,22,25,1971,"[403, 573]"
13913,12,3,15,1912,"[224, 152]"
13914,1,9,10,1980,"[446, 651]"
13915,22,20,42,2000,"[529, 576]"
13916,1,0,1,1967,"[389, 15]"
13917,18,122,140,1949,"[337, 582]"
13919,8,3,11,1906,"[200, 480]"
13920,0,0,0,1966,"[384, 894]"
13921,7,115,122,1990,"[496, 356]"
13922,4,2,6,1895,"[160, 77]"
13923,0,0,0,1963,"[375, 260]"
13925,5,9,14,1917,"[244, 90]"
13926,1,0,1,1971,"[402, 182]"
13927,2,18,20,1916,"[240, 51]"
13929,0,5,5,1977,"[434, 1305]"
13930,49,12,61,1886,"[116, 307]"
13931,59,51,110,1958,"[356, 86]"
13933,27,48,75,1985,"[472, 38]"
13934,8,2,10,1883,"[108, 24]"
13935,1,2,3,1976,"[426, 312]"
13936,27,54,81,1977,"[429, 589]"
13937,4,10,14,1931,"[282, 577]"
13939,4,5,9,1931,"[283, 348]"
13940,2,2,4,1895,"[157, 673]"
13941,37,3,40,1886,"[119, 199]"
13942,0,2,2,1945,"[326, 217]"
13943,1,6,7,2002,"[536, 238]"
13944,3,0,3,1897,"[165, 255]"
